ra,dec,dist,mag_g,mag_r
237.25203030272564,4.94850252543356,24.20529714790298,28.17590880522162,26.86764655667617
245.0870415365694,7.699089325421943,23.69032518200601,27.01797766513728,25.860211883151464
231.45247130076845,1.8465136280998804,23.81803400524985,28.041803880585682,26.748916485213613
240.64908429320107,6.293477564629805,24.111847232683164,28.287242666896766,26.960401076384485
240.75806266213309,6.211336638227057,24.025519286917177,26.920064192997735,25.78056953718078
240.66244761347141,6.4072111741918985,24.05970248104447,28.73087936334894,27.336110430543293
232.32092829757534,2.5314612673082393,23.958358012134177,32.80500722440868,30.93058331176747
237.54184765830215,5.081727260962155,24.159876744293776,29.355284384383303,27.876718656690485
235.62080826454718,4.203331437359082,24.178522629521996,28.13007399628883,26.8285511216354
232.3299787642644,2.4039008639986044,23.9586824361792,28.47865600165089,27.11996510314519
247.03229135241236,8.028526612690008,23.428864186873327,31.159776739470857,29.45206142479017
228.99134645809514,0.10677196989367473,23.484381049153715,28.12677098208687,26.815945490575572
231.56175548531132,1.885525553352046,23.830154721173592,28.568348994364573,27.19392775030382
244.36942291774275,7.828392734743769,23.703320164137498,29.07589602907867,27.629733460103477
245.08361527271862,7.477584455481807,23.674674902870702,31.64615358220317,29.88744382476139
237.1069446432934,4.970608841326719,24.160497425425202,27.240331416713154,26.059089094669442
246.0277039483336,7.833720443444791,23.592393487471213,22.643503471970032,22.316318439894545
233.4184828074237,3.0783435012332827,24.02916403225439,27.421482857706337,26.219926063256132
242.3092164713845,6.858257906422089,23.982623618988605,31.028589517028117,29.34248780712106
243.21973168073174,7.075816304625101,23.83510290218403,22.95773379762379,22.5797397659683
229.9916238156682,0.8942845701102802,23.5993643779304,23.95902403986134,23.386561330391324
231.96574280394017,2.218915684971603,23.900498963300823,27.462459614599577,26.255362269733265
248.9312911076954,8.64203507610232,23.09776162631442,27.786588509439483,26.52193773545653
244.44369296983987,7.536964357838376,23.718277053285735,23.607530973701245,23.103254945090885
234.30958566349307,3.481184344906539,24.057729109710785,25.097796671335544,24.31410311073516
244.06835237819965,7.033695742646509,23.725388001975425,32.38565936404601,30.549783515692553
235.994618028278,4.458466110364386,24.13120571744429,29.44070845021428,27.95084393143048
229.9936191502379,0.8109267798112823,23.57582911425417,29.017820280809403,27.577971204230757
232.70881949772888,2.6620808753595187,23.960141949084417,32.70457619454158,30.839891969546194
241.79451609986435,6.650621467288882,23.977636854357232,16.539952366235656,16.28053515566081
238.65479860508955,5.349612604892474,24.114817343289104,29.49124272610944,27.994715833063488
