stream,phi1,mean,16th,84th,type
pal_5_leading,-7.777777777777778,0.06903697698875072,0.031502240797091526,0.1051868509293298,peak_intensity
pal_5_leading,-7.111111111111111,0.151701856695261,0.11662040333524729,0.18703335972204058,peak_intensity
pal_5_leading,-2.666666666666667,0.09083342200675522,0.07692761740626933,0.10466910323286689,peak_intensity
pal_5_leading,-0.8888888888888893,0.17911279516999262,0.15964168971857315,0.19955283555659803,peak_intensity
pal_5_leading,0.0,0.08613667197707159,0.00010457050418521399,0.14651858473327845,peak_intensity
pal_5_trailing,0.0,0.1358011460695436,0.12003043548011866,0.1522966575887057,peak_intensity
pal_5_trailing,2.0588235294117645,0.11675713403112663,0.10923316483542916,0.12435610680298817,peak_intensity
pal_5_trailing,3.088235294117647,0.16846978723426964,0.15897337821274382,0.17796034419124995,peak_intensity
pal_5_trailing,4.632352941176471,0.06266145045692076,0.05519506937692817,0.07048665879875338,peak_intensity
pal_5_trailing,5.147058823529412,0.06901561682218789,0.06103289612547021,0.07716265566145726,peak_intensity
pal_5_trailing,6.176470588235294,0.03764182446099606,0.03137553526107299,0.04406736361445477,peak_intensity
pal_5_trailing,7.205882352941177,0.036941114398266334,0.032413292295777746,0.0414765329686796,peak_intensity
pal_5_trailing,11.323529411764707,0.04147970984543935,0.03701739656152499,0.04611442091637502,peak_intensity
pal_5_trailing,12.352941176470589,0.0570007746558634,0.050799016003302,0.06325823731719621,peak_intensity
pal_5_trailing,13.382352941176471,0.041151968359737744,0.03723046413563347,0.045255866489623875,peak_intensity
pal_5_trailing,17.5,2.968263453771382e-08,5.2830070682085015e-12,0.00014755504424742024,peak_intensity
phoenix,-13.0,2.355822787993681e-07,1.0749646281821037e-11,0.0013889977647001481,peak_intensity
phoenix,-9.75,0.026578949519804215,0.021138634874972567,0.03211217729964873,peak_intensity
phoenix,-8.125,0.05947655803765604,0.050157202963143487,0.06941895223658268,peak_intensity
phoenix,-4.1640625,0.07201069208485517,0.06340887858835587,0.08025418249780537,peak_intensity
phoenix,-3.25,0.0996003626278623,0.08913478351683765,0.11054884747959798,peak_intensity
phoenix,-1.625,0.04686569264234604,0.03924279803319397,0.05529106819125512,peak_intensity
phoenix,1.625,0.07423520233365002,0.06755849281399294,0.080598292789256,peak_intensity
phoenix,6.5,4.756888446356815e-06,4.5814967002463046e-11,0.0013459461808026296,peak_intensity
phoenix,8.125,0.01730460243681837,0.014389295254411339,0.02101855418785741,peak_intensity
phoenix,13.0,4.088799373035646e-08,7.398078510282484e-12,0.00016405400655704236,peak_intensity
triangulum,-7.25,1.227185052046697e-07,8.98744357891378e-12,0.0016800488973258809,peak_intensity
triangulum,-6.283333333333335,0.0741475265908981,0.054784991085626795,0.09485391690613212,peak_intensity
triangulum,-5.316666666666666,0.026995051021902305,0.016668129841677235,0.04043621267020473,peak_intensity
triangulum,-3.383333333333333,0.033522569055366006,0.0185871380527482,0.04867199428778347,peak_intensity
triangulum,-0.4833333333333343,0.10705530111966433,0.09295215918786794,0.12281953311749709,peak_intensity
triangulum,0.4833333333333343,0.15191799417789362,0.1309900227492174,0.17347316370310706,peak_intensity
triangulum,1.4499999999999993,0.11938548499612153,0.10434190549166882,0.1343758089506221,peak_intensity
triangulum,4.350000000000001,0.08442617970399426,0.07252142575783141,0.09613185800684472,peak_intensity
triangulum,7.25,9.310669257370524e-08,1.1087497259823589e-11,0.0006142725522763264,peak_intensity
tucana_iii,-3.375,1.0732708382178794e-07,7.443369988167032e-12,0.0027695652891102816,peak_intensity
tucana_iii,-2.290178571428571,0.06293320544166375,0.045354900407950934,0.08191402664526039,peak_intensity
tucana_iii,-1.9285714285714288,0.08095153699162495,0.057364096930664674,0.10654120104342361,peak_intensity
tucana_iii,-1.4464285714285712,0.222238182139243,0.20369450470914477,0.24090598834656884,peak_intensity
tucana_iii,0.48214285714285765,0.1398874802443798,0.1202582718370625,0.16031870059111264,peak_intensity
tucana_iii,1.4464285714285712,0.1985157496030006,0.18564995547589308,0.2122807668622674,peak_intensity
tucana_iii,3.375,5.111777569194045e-08,5.953609647042512e-12,0.00025681513776260674,peak_intensity
turranburra,-7.5,8.97287478217349e-08,1.4155778418865375e-11,0.005374583550489908,peak_intensity
turranburra,-6.5625,0.09124801489439771,0.0682196270706032,0.11394151422024952,peak_intensity
turranburra,-5.625,0.05404165946122729,0.040270634874819286,0.07017878985054382,peak_intensity
turranburra,-1.875,0.11282326362818827,0.09819447314946894,0.127414854142406,peak_intensity
turranburra,0.0,0.09923179597591757,0.08130659040811256,0.11749782209076266,peak_intensity
turranburra,0.9375,0.12746034499091832,0.11496847350916443,0.13902593159289106,peak_intensity
turranburra,5.15625,0.00237895549015674,0.0002289617338494671,0.009712794428261366,peak_intensity
turranburra,5.625,0.007360386893648221,0.0024543952559864216,0.021609890566286982,peak_intensity
turranburra,7.5,5.648585910710513e-08,8.779593478395022e-12,0.00028668621491407663,peak_intensity
willka_yaku,-8.941045902060601,1.8376699609429633e-07,8.619279103043156e-12,0.0019455284766031473,peak_intensity
willka_yaku,-3.3221966146544446,0.16538039153191464,0.1591182937215886,0.1688195254827376,peak_intensity
willka_yaku,-1.9174842928029037,0.23081372039854983,0.20978481595477733,0.24772377224161238,peak_intensity
willka_yaku,-0.5127719709513627,0.12075865945720785,0.1071962713953187,0.1323150619024784,peak_intensity
willka_yaku,3.701364994603253,0.004183903823603892,0.0009686435525819048,0.011658962322604475,peak_intensity
willka_yaku,7.915501960157869,4.8763771676716885e-08,7.469391564594801e-12,0.00018875192725422763,peak_intensity
aliqa_uma,-7.5,-0.7702423711691079,-1.3691900794140468,-0.07893820346948002,phi2_track
aliqa_uma,-7.0,0.7356043246169349,0.5631012969312946,0.9283293500433434,phi2_track
aliqa_uma,-5.5,-0.025415938082019585,-0.24931954043793192,0.20510535301252936,phi2_track
aliqa_uma,-3.5,0.3430998688191726,0.1792159706625136,0.5798139215062459,phi2_track
aliqa_uma,-1.5,0.26777733506520507,0.1611812338598056,0.3845346352376337,phi2_track
aliqa_uma,2.5,-0.20318177199636242,-0.32457902609460176,-0.10518908868764001,phi2_track
atlas,-13.0,-0.548209701702599,-0.6734671850313471,-0.42074053149727275,phi2_track
atlas,-8.9,0.28191472606484774,0.263859725095834,0.29947478822973345,phi2_track
atlas,-4.800000000000001,0.5637439045690021,0.5483616227659287,0.5789273849717719,phi2_track
atlas,-0.6999999999999993,0.8226870650520668,0.7829891934279555,0.8649781305141657,phi2_track
atlas,3.3999999999999986,0.5270725639459147,0.4882953696220116,0.5678038838923398,phi2_track
atlas,7.5,0.6749583455943322,0.602244528169746,0.7441663197637163,phi2_track
chenab,-12.5,-0.17391108694709317,-0.2890590511652882,-0.04389465019113431,phi2_track
chenab,6.25,-0.0034030529979992216,-0.06354352174402465,0.059175094189510224,phi2_track
chenab,12.5,0.7490204079096284,0.554862136290295,0.9430630710219344,phi2_track
elqui,-15.0,-5.706505076372445,-8.683453957051922,0.6494672052518333,phi2_track
elqui,-8.125,-3.8148956468923205,-4.443538077962454,-2.9473252792514546,phi2_track
elqui,-1.25,-0.12585953790796361,-0.21067794626103326,-0.056732586935031054,phi2_track
elqui,5.625,-0.34595504016607886,-0.6799043836618834,-0.0863831322917846,phi2_track
elqui,12.5,-0.3221292557745466,-4.231041804564848,1.1230154163719945,phi2_track
gd_1,-65.0,-1.1554264561193834,-1.3461768339897304,-0.9530794394164114,phi2_track
gd_1,-40.9375,0.06162967548386024,0.02106441997461138,0.10044676310854309,phi2_track
gd_1,-38.75,-0.004138204678945302,-0.04454920442055363,0.036006681638716065,phi2_track
gd_1,-30.0,0.08812843086195361,0.057544613475261824,0.11804708542227936,phi2_track
gd_1,-21.25,0.05147157616867781,0.010341200762039336,0.0898092335236598,phi2_track
gd_1,-12.5,-0.1588974176758924,-0.18898933182938685,-0.12717912879738477,phi2_track
gd_1,-3.75,-0.9399706111009075,-0.9845032891440986,-0.893471437606329,phi2_track
gd_1,5.0,-1.6351923240537078,-1.6765883599488742,-1.5887634982901975,phi2_track
indus,-12.5,1.4781124095557074,1.2474319164594594,1.7067276431087548,phi2_track
indus,10.0,-1.1049307861609678,-1.2968301633383617,-0.9187546117744343,phi2_track
jhelum,-16.25,0.038185345620123844,-0.3617340745849878,0.42959115137146653,phi2_track
jhelum,-8.125,0.3756454100670128,0.2256868207361927,0.5231045176893276,phi2_track
jhelum,0.0,-0.27656984979316257,-0.3741338225992509,-0.17997604144175142,phi2_track
jhelum,8.125,0.5577041987736021,0.42635554785362223,0.6860204829564192,phi2_track
jhelum,16.25,-2.5756139033686716,-3.0991680277296267,-2.078401523351525,phi2_track
ophiuchus,-1.75,-0.15430641080998958,-1.024172800475402,1.022678731251498,phi2_track
ophiuchus,-1.5859375,-0.007651791748081694,-0.047194869870696474,0.039750254206364265,phi2_track
ophiuchus,-1.53125,-0.024820015612331114,-0.043966386003723434,0.0032394971689559196,phi2_track
ophiuchus,-1.0390625,0.018708275485533353,0.011936412566676938,0.02604318559900147,phi2_track
ophiuchus,-0.875,0.023755074100550343,0.01606826656733726,0.0315920396388412,phi2_track
ophiuchus,0.0,-0.008894382450870398,-0.022091452109059034,0.004700359078303403,phi2_track
ophiuchus,0.4375,0.02411505788197784,0.005935829279265044,0.048172524705944,phi2_track
ophiuchus,1.75,-0.7975525527619782,-1.1235111305992742,-0.6404999682340479,phi2_track
pal_5_leading,-8.0,-1.907145339673318,-1.9883906639895823,-1.8273019142583324,phi2_track
pal_5_leading,-4.0,-0.734733740515203,-0.7515838284115766,-0.717910187062012,phi2_track
pal_5_leading,0.0,-0.34598344757796196,-0.3662432935818838,-0.32343899301803514,phi2_track
pal_5_trailing,0.0,0.033541788956917236,0.019782066051860787,0.047415873480758416,phi2_track
pal_5_trailing,5.46875,-0.19198016909998114,-0.20156906251072593,-0.18233431955181575,phi2_track
pal_5_trailing,8.75,-0.8631297208772608,-0.880624790636581,-0.8449717374779778,phi2_track
pal_5_trailing,9.84375,-1.0519653687396542,-1.0753426890569815,-1.0275509346087761,phi2_track
pal_5_trailing,13.125,-1.9662535159283674,-1.986872257811583,-1.946572106341092,phi2_track
pal_5_trailing,17.5,-1.949601436573845,-2.140568405937454,-1.7157642835066453,phi2_track
phoenix,-13.0,0.19313599415742946,0.14162453815627776,0.24153241609087944,phi2_track
phoenix,4.333333333333329,0.0713928228027944,0.05119994127810748,0.09170959031025133,phi2_track
phoenix,13.0,0.6024505436795693,0.5140525293470893,0.6876485755305696,phi2_track
triangulum,-7.25,0.1437805718361912,-0.005398128256731423,0.29666945980260767,phi2_track
triangulum,-6.524999999999999,-0.060522201771986084,-0.08904649518656349,-0.03216287561322012,phi2_track
triangulum,-4.350000000000001,0.08326784388964197,0.013759701360895063,0.19253037560133845,phi2_track
triangulum,-1.4499999999999993,-0.03501204124934696,-0.07114952939709293,-0.002549460991062836,phi2_track
triangulum,0.0,0.04619074326439956,0.018564600126341514,0.07285212540487529,phi2_track
triangulum,1.4499999999999993,-0.03105697508141168,-0.058912740496059705,-0.00257145468769647,phi2_track
triangulum,2.174999999999997,-0.028410772461589802,-0.053992503033062925,-0.0011974649239677275,phi2_track
triangulum,7.25,-0.0493174970017417,-0.1850295978516336,0.07010795852741639,phi2_track
tucana_iii,-3.375,-0.154046626140002,-0.22011244361901794,-0.08339873156751701,phi2_track
tucana_iii,1.6875,-0.012584694522849164,-0.03578496147809543,0.011516737728492942,phi2_track
tucana_iii,2.53125,0.049586883480717124,-0.018683404987390247,0.10386207223271085,phi2_track
tucana_iii,3.375,0.6653584851797968,0.17652021006282917,1.0487082831859906,phi2_track
turranburra,-7.5,0.5745662640182451,0.41331255561570895,0.7160905600745593,phi2_track
turranburra,7.5,-1.068212520738744,-1.2110909422770784,-0.9090057263018624,phi2_track
willka_yaku,-8.941045902060601,0.18898160309469864,-0.7282217188966151,1.1529900422689785,phi2_track
willka_yaku,-4.7269089365059855,0.394385425660084,0.3241619590835457,0.4481303411827921,phi2_track
willka_yaku,-3.3221966146544446,0.06791585826623563,0.03891277899860825,0.09561324457579189,phi2_track
willka_yaku,2.296652672751712,0.3161657017319025,0.05023997175507049,0.781332773937002,phi2_track
willka_yaku,7.915501960157869,-0.7339328954990608,-2.6931589680532544,3.7859419741167017,phi2_track
aliqa_uma,-7.5,0.46815572329998617,0.23109718207646832,0.8811320618187378,spread
aliqa_uma,-6.875,0.1995475601611926,0.14561424429747544,0.2969281941138626,spread
aliqa_uma,-5.0,1.1187919400544803,0.9212039701390005,1.3648125042156583,spread
aliqa_uma,-2.5,0.6697082742916644,0.5182571851021482,0.9038733583040354,spread
aliqa_uma,0.0,0.4171541677963288,0.22834230205727807,0.6609637574086638,spread
aliqa_uma,2.5,0.4157892541850949,0.2337213339089397,0.6506915018580135,spread
atlas,-13.0,0.6785142462916053,0.6053458433636738,0.7294668182554002,spread
atlas,-7.875,0.12068391344275001,0.10765165172235458,0.13480033358494928,spread
atlas,-2.75,0.1941997633646365,0.17294245342189907,0.21766398827892688,spread
atlas,2.375,0.15820543288908942,0.12016078963098756,0.19844429885124582,spread
atlas,7.5,0.12868498903043948,0.08143181408556803,0.18725403351882622,spread
chenab,-12.5,0.37606840819373893,0.28112327906365,0.555239610347887,spread
chenab,-6.25,0.557070766892036,0.48005912685522534,0.639101172437382,spread
chenab,0.0,1.1096108105677034,0.9495171824675931,1.293664886997582,spread
chenab,6.25,0.5369488239368525,0.45713284338538085,0.6273120290130098,spread
chenab,12.5,0.8543742655619755,0.616371189853613,1.1263931773977298,spread
elqui,-15.0,1.0277247343892666,0.35731902066981863,2.952933919669887,spread
elqui,-8.125,1.9212584692848802,1.4781175859608888,2.3207505430075392,spread
elqui,-1.25,0.4395757461649292,0.3646936093761409,0.5264187426918262,spread
elqui,5.625,1.136707499441586,0.8871765843494873,1.4614410939283897,spread
elqui,12.5,1.0384299855446872,0.35151358583228726,3.479019826674813,spread
gd_1,-65.0,0.4474122378555713,0.3902529636993508,0.5107207341780235,spread
gd_1,-9.0,0.2022756741928335,0.1706327154573949,0.236529038908332,spread
gd_1,1.5,0.11315804803823537,0.09276959538073998,0.13901256779635734,spread
gd_1,4.125,0.09224404045069333,0.047147153399092416,0.17704525120782155,spread
gd_1,5.0,0.19099294711756867,0.07249227353459528,0.4091619728520331,spread
indus,-12.5,2.283715610423424,2.0313422987309435,2.4364391207723406,spread
indus,-1.25,0.8063279893426663,0.7528426167675124,0.8657630595727595,spread
indus,4.375,1.0403568891156767,0.9643327493348788,1.1202912473243622,spread
indus,10.0,1.2715575832530073,1.0208127805007305,1.5638260280640925,spread
jhelum,-16.25,1.5348931397751528,1.1674390737921532,1.8377432319648106,spread
jhelum,-8.125,1.8371661669539765,1.6660646689869152,1.9452566597413803,spread
jhelum,-6.09375,1.1798623635585548,1.0679812815710858,1.2958379935529847,spread
jhelum,0.0,1.0284553150804534,0.9339321213034768,1.128260002877855,spread
jhelum,8.125,1.1435275171349035,1.026134107213546,1.284047430946264,spread
jhelum,14.21875,1.8925402316590632,1.7524531217951635,1.9698168394617628,spread
jhelum,16.25,1.1585030482830396,0.8138591349195745,1.5439000150561681,spread
ophiuchus,-1.75,0.027949216215009346,0.018395827308714967,0.04579386399313144,spread
ophiuchus,-0.583333333333333,0.049311663884181296,0.04185577159490908,0.05713075876903741,spread
ophiuchus,0.29166666666666696,0.07577971663956978,0.0621572723000484,0.09847656635796169,spread
ophiuchus,0.5833333333333339,0.058305980100410756,0.03710523601981884,0.12109414520188981,spread
ophiuchus,1.75,0.1668952357009265,0.03452644596827779,0.48236631256949686,spread
pal_5_leading,-8.0,0.817598923581098,0.5644658502971875,1.0708362871764672,spread
pal_5_leading,-6.0,0.19048370643763984,0.16423313621399782,0.2193838937013115,spread
pal_5_leading,-4.0,0.11266752895018077,0.09824592603719035,0.12829537501815017,spread
pal_5_leading,0.0,0.06629995480266543,0.04422371190211017,0.0924602230645382,spread
pal_5_trailing,0.0,0.13387683866625344,0.12646443702647314,0.14155729278794946,spread
pal_5_trailing,17.5,0.1228237638608214,0.10467966012638621,0.14410619511503608,spread
phoenix,-13.0,0.09923889953612668,0.07648382738133211,0.12364289373294074,spread
phoenix,13.0,0.17083177450347972,0.1394273831678579,0.2040274617138918,spread
triangulum,-7.25,0.06377251372269123,0.04432468750857392,0.08897870733651907,spread
triangulum,7.25,0.16831383377976541,0.1392638971948809,0.19866714850914696,spread
tucana_iii,-3.375,0.2572507959160843,0.11027496412643371,0.5515169313595528,spread
tucana_iii,-1.6875,0.18037679481524413,0.14322505181695327,0.23242299916860676,spread
tucana_iii,-1.265625,0.24912173317062597,0.2201542694063679,0.2813179162447029,spread
tucana_iii,0.0,0.1077454371203806,0.09195955144696817,0.12461949327803412,spread
tucana_iii,1.6875,0.21641168011157386,0.19100876886753484,0.24456262805720608,spread
tucana_iii,3.375,0.32238503731619134,0.193779320153725,0.48475835789870225,spread
turranburra,-7.5,1.661541990629704,0.9789453832214066,2.194184228288256,spread
turranburra,-4.6875,0.4032048419599088,0.21934678100166413,0.7202255763811569,spread
turranburra,-3.75,0.4588387361046571,0.329170934493577,0.6000710560201187,spread
turranburra,-2.8125,0.4925906196302566,0.41527384848372983,0.5789036532562832,spread
turranburra,3.75,0.5282054932240835,0.39716966183377317,0.7187571857091967,spread
turranburra,6.5625,0.348933051111055,0.18403743085050434,0.8944001602809125,spread
turranburra,7.5,0.34035875098684953,0.16408003738127383,0.8179176481622,spread
willka_yaku,-8.941045902060601,0.13132705742744152,0.11921723225327935,0.1544293648369408,spread
willka_yaku,7.915501960157869,0.1420543094301194,0.12157255360421108,0.17309746944953164,spread
aliqa_uma,-7.5,17.357798313476632,17.292663413341817,17.433825604979074,dist_mod
aliqa_uma,2.5,17.202598372453174,17.137068060854382,17.26510040256309,dist_mod
atlas,-13.0,17.30772804563082,17.232757031925352,17.345638314365683,dist_mod
atlas,-10.4375,17.087066647998345,17.049033487101838,17.124487264129034,dist_mod
atlas,-6.59375,16.809266116042302,16.786165499331638,16.83250497412192,dist_mod
atlas,7.5,16.488313583992575,16.424207412255555,16.551704616558347,dist_mod
chenab,-12.5,17.256105964791754,17.217126237024555,17.3174666749575,dist_mod
chenab,0.0,17.437944418524676,17.39831650469074,17.481763929226236,dist_mod
chenab,12.5,18.30436535277532,18.207432325823657,18.366059968214273,dist_mod
elqui,-15.0,18.19841604789243,18.10964978632854,18.544263722390752,dist_mod
elqui,-1.25,18.531063555042902,18.502942003691967,18.580615442914887,dist_mod
elqui,12.5,19.22963790591686,19.160385364453855,19.264923849665337,dist_mod
gd_1,-65.0,14.7936197150532,14.740901575265868,14.85142316408638,dist_mod
gd_1,-30.0,14.490438857127224,14.46687433702994,14.514013750987466,dist_mod
gd_1,-3.75,15.029098506362793,15.001460717918189,15.059104534009112,dist_mod
gd_1,5.0,15.186355692935962,15.132416224271129,15.223603529477653,dist_mod
indus,-12.5,16.191020215267628,16.15851059716482,16.223119642194888,dist_mod
