phi1,phi2,nstars,width
-64.4946466848634,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.3946466848634,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.29464668486341,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.19464668486341,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.09464668486342,-48.55688353231039,0.12424696620527403,0.352969695245542
-63.994646684863426,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.89464668486343,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.09464668486348,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.99464668486348,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.89464668486349,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.794646684863494,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-61.194646684863585,-44.71579148256278,1.0000015736282755,-0.0074060152485941775
-61.09464668486359,-44.71579148256278,1.0000015736282755,-0.0074060152485941775
-60.994646684863596,-44.71579148256278,1.0000015736282755,-0.0074060152485941775
-60.8946466848636,-44.71579148256278,1.0000015736282755,-0.0074060152485941775
-59.1946466848637,-42.62078002989372,1.000000265206667,-0.007258745875516452
-59.094646684863704,-42.62078002989372,1.000000265206667,-0.007258745875516452
-58.99464668486371,-42.62078002989372,1.000000265206667,-0.007258745875516452
-58.894646684863716,-42.62078002989372,1.000000265206667,-0.007258745875516452
-57.19464668486381,-41.07447394553428,1.00000153404461,-0.0070801840849152855
-57.09464668486382,-41.07447394553428,1.00000153404461,-0.0070801840849152855
-56.994646684863824,-41.07447394553428,1.00000153404461,-0.0070801840849152855
-56.89464668486383,-41.07447394553428,1.00000153404461,-0.0070801840849152855
-56.39464668486386,-39.677724917532764,1.0000343401102045,-0.0068888807281451666
-56.294646684863864,-39.677724917532764,1.0000343401102045,-0.0068888807281451666
-56.19464668486387,-39.677724917532764,1.0000343401102045,-0.0068888807281451666
-56.094646684863875,-40.35118106613587,0.04603033554335807,0.9522798711890281
-55.99464668486388,-41.02458077790952,1.0000000041786474,-0.0070656994606685865
-55.894646684863886,-41.02458077790952,1.0000000041786474,-0.0070656994606685865
-55.79464668486389,-41.02458077790952,1.0000000041786474,-0.0070656994606685865
-55.5946466848639,-39.02934314486419,1.0000036842187943,-0.0071813491580784575
-55.49464668486391,-39.02934314486419,1.0000036842187943,-0.0071813491580784575
-55.394646684863915,-39.02934314486419,1.0000036842187943,-0.0071813491580784575
-55.29464668486392,-39.02934314486419,1.0000036842187943,-0.0071813491580784575
-55.194646684863926,-39.77757144114691,1.0000066877192801,-0.007275890673004555
-55.09464668486393,-39.77757144114691,1.0000066877192801,-0.007275890673004555
-54.99464668486394,-39.77757144114691,1.0000066877192801,-0.007275890673004555
-54.89464668486394,-39.77757144114691,1.0000066877192801,-0.007275890673004555
-53.894646684864,-37.483006719595636,1.000000457048298,-0.007155200692783299
-53.794646684864006,-37.483006719595636,1.000000457048298,-0.007155200692783299
-53.69464668486401,-37.43311846675144,0.6214190122470852,0.07053708803336323
-53.59464668486402,-37.43311846675144,0.6214190122470852,0.07053708803336323
-53.49464668486402,-37.38323060844436,1.000000401180894,-0.007196446349066887
-53.39464668486403,-37.38323060844436,1.000000401180894,-0.007196446349066887
-53.294646684864034,-36.68489364221804,1.0000001281527777,-0.0071981600364059845
-53.19464668486404,-36.68489364221804,1.0000001281527777,-0.0071981600364059845
-53.094646684864045,-36.68489364221804,1.0000001281527777,-0.0071981600364059845
-52.99464668486405,-36.68489364221804,1.0000001281527777,-0.0071981600364059845
-52.594646684864074,-37.582766828393936,1.0000001609035418,-0.007272712848093825
