phi1,phi2,nstars,width
-13.61662596448787,12.04524423838162,0.054944512788065114,0.5622569028935461
-13.59662596448787,11.731060100845717,0.055035061075710774,1.0070774377266978
-13.57662596448787,11.542036300169297,0.06074159910437794,1.0398617124786438
-13.556625964487871,11.68743625490327,0.0692866940260426,1.0074991377107878
-13.536625964487872,11.68743625490327,0.0692866940260426,1.0074991377107878
-13.516625964487872,11.615402938910558,0.09987137789066285,0.9647246479233396
-13.496625964487873,11.652320185817251,0.1134165399548666,0.8988995315479514
-13.476625964487873,11.628578289138881,0.11931020310598615,0.9801059632877199
-13.456625964487873,11.510316767662832,0.13936168678635763,0.9362998912597081
-13.436625964487874,11.502253835819433,0.1633426165167793,0.8762435083970311
-13.416625964487874,11.62353107279948,0.18655103038162696,0.9021510215165257
-13.396625964487875,11.53219194092307,0.22393458249824763,0.8947051444998331
-13.376625964487875,11.687961301242117,0.24349452531362006,0.9893566180210082
-13.356625964487876,11.607095881351418,0.2550321680331451,1.0075361528225437
-13.336625964487876,11.703014615073442,0.25995840007615767,1.0185548856777182
-13.316625964487876,11.643986478586987,0.29031057983893827,1.0041558720680206
-13.296625964487877,11.766662698341712,0.3177935953155496,1.0869522591899816
-13.276625964487877,11.858367808561407,0.3523696246028844,1.0840263173459304
-13.256625964487878,11.886022352962014,0.3872331091868197,1.0910359522997357
-13.236625964487878,11.911348255522014,0.4282759249942671,1.1286626793971908
-13.216625964487879,11.90080136080024,0.48081434876157486,1.1431361881456685
-13.196625964487879,11.85965127085152,0.5286063762853381,1.0816978319154504
-13.17662596448788,11.842275683929365,0.567693679580116,1.136981698967003
-13.15662596448788,11.766830013125912,0.6037768826361872,1.2058027772471311
-13.13662596448788,11.837029722790307,0.656507949778194,1.1984407332432323
-13.11662596448788,11.84229036196526,0.7061175276342748,1.2263684704125086
-13.096625964487881,11.777536571223523,0.8040158835065756,1.2237534133562564
-13.076625964487882,11.767916830701594,0.8396287032388124,1.2556932193094523
-13.056625964487882,11.80747789568319,0.8983582915159792,1.2893575086781144
-13.036625964487882,11.752873520130185,0.9735050442630568,1.3043550257574468
-13.016625964487883,11.701876355305666,1.0871379888465027,1.2867076259897625
-12.996625964487883,11.707196482381102,1.1525164493212239,1.2963807690207076
-12.976625964487884,11.607463939361772,1.2038002596296478,1.314432565013068
-12.956625964487884,11.614582829704103,1.3697740899240733,1.308507237688209
-12.936625964487884,11.603532096264964,1.4345152294709744,1.3411465465408219
-12.916625964487885,11.625131946199227,1.5199381713454205,1.3412873602301056
-12.896625964487885,11.575935272805475,1.5962956820611456,1.352147853011849
-12.876625964487886,11.565452311576562,1.6738671068714257,1.3768881535894213
-12.856625964487886,11.569111656168317,1.8516625405519347,1.3795643732184444
-12.836625964487887,11.561578550091852,1.9391282036095203,1.366314819849989
-12.816625964487887,11.546910116094432,2.0544184675072397,1.3475074088461902
-12.796625964487887,11.51442257688809,2.1946024179551227,1.3599132273460866
-12.776625964487888,11.490445427816073,2.322366036815373,1.334024302365034
-12.756625964487888,11.468129275171947,2.4748685620319577,1.3330407523668761
-12.736625964487889,11.412632599173936,2.7023968008352695,1.3201082241223732
-12.71662596448789,11.415583444484565,2.766241157205933,1.333517066475737
-12.69662596448789,11.365539267784728,2.9046175976034583,1.36471003928103
-12.67662596448789,11.342271481861484,3.060775913706578,1.3655092941107794
-12.65662596448789,11.280153381377252,3.167608790558097,1.3807426377162975
-12.63662596448789,11.270587946068533,3.255702226500687,1.392089083940699
-12.616625964487891,11.2169377624898,3.374735434717252,1.4077057202580328
-12.596625964487892,11.177256219109138,3.452780973725442,1.4214198468432755
-12.576625964487892,11.160990514625272,3.6077882714641207,1.4379115121773338
-12.556625964487893,11.103545857188164,3.673353869376465,1.43966297644069
-12.536625964487893,11.059081715042415,3.7626550100753255,1.4490963997097255
-12.516625964487893,11.026182735132235,3.886402032399929,1.4622365011976937
-12.496625964487894,10.957714542676786,3.971724742696195,1.4796376094606076
