phi1,phi2,nstars,width
-64.5746466848634,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.5546466848634,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.5346466848634,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.51464668486341,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.49464668486341,-49.47745604040891,2.8103511873819103,0.01594158206871217
-64.47464668486342,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.45464668486342,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.43464668486342,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.41464668486343,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.39464668486343,-168.78827500416816,9.03302683261061e+45,8.150425527967995
-64.37464668486344,-48.7312582886966,0.41424656581080826,0.10582237681207537
-64.35464668486344,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.33464668486344,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.31464668486345,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.29464668486345,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.27464668486346,-48.80604980048671,1.000008218508484,0.007549148581586175
-64.25464668486346,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.23464668486346,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.21464668486347,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.19464668486347,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.17464668486348,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.15464668486348,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.13464668486348,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.11464668486349,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.09464668486349,-48.55688353231039,0.12424696620527403,0.352969695245542
-64.0746466848635,-48.30727124612542,1.0000002401581871,0.007156426235766341
-64.0546466848635,-48.30727124612542,1.0000002401581871,0.007156426235766341
-64.0346466848635,-48.30727124612542,1.0000002401581871,0.007156426235766341
-64.01464668486351,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.99464668486351,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.974646684863515,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.95464668486352,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.93464668486352,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.91464668486353,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.89464668486353,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.874646684863535,-48.30727124612542,1.0000002401581871,0.007156426235766341
-63.13464668486368,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.114646684863686,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.09464668486369,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.074646684863694,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.0546466848637,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.0346466848637,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-63.014646684863706,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.99464668486371,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.974646684863714,-48.1575995907875,1.0000047870439586,0.0072586038553470655
-62.95464668486372,-48.1575995907875,1.0000047870439586,0.0072586038553470655
